0 172770 0 58136 0 175240
0 0 40002 50186
0 1 9035 25084
0 2 32517 28547
0 3 38490 26000
0 4 14547 17517
0 5 31993 29010
0 6 37943 56180
0 7 28584 42568
0 8 28631 42380
0 9 43515 76051
0 10 49141 107009
0 11 16960 18264
0 12 31976 29029
0 13 5398 41578
0 14 21520 20826
0 15 43599 76224
0 16 43631 76243
0 17 43572 76196
0 18 26927 41306
30 0 40002 50186
30 1 9035 25084
30 2 32517 28547
30 3 38490 26000
30 4 14547 17517
30 5 31993 29010
30 6 37943 56180
30 7 28584 42568
30 8 28605 42493
30 9 43515 76051
30 10 49141 107009
30 11 16960 18264
30 12 31976 29029
30 13 5398 41578
30 14 21520 20826
30 15 43599 76224
30 16 43631 76243
30 17 43572 76196
30 18 26927 41306
60 0 40002 50186
60 1 9035 25084
60 2 32517 28547
60 3 38490 26000
60 4 14547 17517
60 5 31993 29010
60 6 37943 56180
60 7 28584 42568
60 8 28605 42493
60 9 43515 76051
60 10 49141 107009
60 11 16960 18264
60 12 31976 29029
60 13 5398 41578
60 14 21520 20826
60 15 43599 76224
60 16 43631 76243
60 17 43572 76196
60 18 26927 41306
90 0 40002 50186
90 1 9035 25084
90 2 32517 28547
90 3 38490 26000
90 4 14547 17517
90 5 31993 29010
90 6 38331 56623
90 7 28466 42678
90 8 28565 42746
90 9 43515 76051
90 10 49141 107009
90 11 16960 18264
90 12 31976 29029
90 13 5398 41578
90 14 21520 20826
90 15 43599 76224
90 16 43631 76243
90 17 43572 76196
90 18 26927 41306
120 0 40002 50186
120 1 8857 25133
120 2 32517 28547
120 3 38490 26000
120 4 14547 17517
120 5 31993 29010
120 6 38547 56848
120 7 28364 42512
120 8 28548 42776
120 9 43515 76051
120 10 49141 107009
120 11 16960 18264
120 12 31976 29029
120 13 5398 41578
120 14 21520 20826
120 15 43599 76224
120 16 43631 76243
120 17 43572 76196
120 18 26927 41306
150 0 40002 50186
150 1 8857 25133
150 2 32517 28547
150 3 38490 26000
150 4 14547 17517
150 5 31993 29010
150 6 38547 56848
150 7 28364 42512
150 8 28548 42776
150 9 43515 76051
150 10 49141 107009
150 11 16960 18264
150 12 31976 29029
150 13 5398 41578
150 14 21520 20826
150 15 43599 76224
150 16 43631 76243
150 17 43572 76196
150 18 26927 41306
180 0 40002 50186
180 1 8731 25222
180 2 32517 28547
180 3 38490 26000
180 4 14547 17517
180 5 31993 29010
180 6 38732 56963
180 7 28219 42339
180 8 28379 42553
180 9 43515 76051
180 10 49141 107009
180 11 16960 18264
180 12 31994 29029
180 13 5398 41578
180 14 21520 20826
180 15 43599 76224
180 16 43631 76243
180 17 43572 76196
180 18 26927 41306
210 0 40002 50186
210 1 8731 25222
210 2 32517 28547
210 3 38490 26000
210 4 14547 17517
210 5 31993 29010
210 6 38578 56911
210 7 28103 42531
210 8 28379 42412
210 9 43515 76051
210 10 49141 107009
210 11 16960 18264
210 12 31994 29029
210 13 5398 41578
210 14 21520 20826
210 15 43599 76224
210 16 43631 76243
210 17 43572 76196
210 18 26927 41306
240 0 40002 50186
240 1 8590 25376
240 2 32517 28547
240 3 38490 26000
240 4 14547 17517
240 5 31993 29010
240 6 38400 56888
240 7 28156 42632
240 8 28362 42292
240 9 43515 76051
240 10 49141 107009
240 11 16960 18264
240 12 31994 29029
240 13 5398 41578
240 14 21520 20826
240 15 43599 76224
240 16 43631 76243
240 17 43572 76196
240 18 26927 41306
270 0 40002 50186
270 1 8590 25376
270 2 32517 28547
270 3 38490 26000
270 4 14547 17517
270 5 31993 29010
270 6 38303 56808
270 7 28155 42788
270 8 28223 42344
270 9 43515 76051
270 10 49141 107009
270 11 16960 18264
270 12 31994 29029
270 13 5398 41578
270 14 21520 20826
270 15 43599 76224
270 16 43631 76243
270 17 43572 76196
270 18 26927 41306
300 0 40002 50186
300 1 8483 25466
300 2 32517 28547
300 3 38490 26000
300 4 14547 17517
300 5 31993 29010
300 6 38139 56797
300 7 28301 42963
300 8 28166 42519
300 9 43515 76051
300 10 49141 107009
300 11 16960 18264
300 12 31989 29021
300 13 5398 41578
300 14 21520 20826
300 15 43599 76224
300 16 43631 76243
300 17 43572 76196
300 18 26927 41306
330 0 40002 50186
330 1 8483 25466
330 2 32517 28547
330 3 38490 26000
330 4 14547 17517
330 5 31993 29010
330 6 37962 56812
330 7 28184 43148
330 8 28106 42661
330 9 43515 76051
330 10 49141 107009
330 11 16960 18264
330 12 31989 29021
330 13 5398 41578
330 14 21520 20826
330 15 43599 76224
330 16 43631 76243
330 17 43572 76196
330 18 26927 41306
360 0 40002 50186
360 1 8483 25466
360 2 32517 28547
360 3 38490 26000
360 4 14547 17517
360 5 31993 29010
360 6 37925 56917
360 7 28224 43282
360 8 28161 42698
360 9 43515 76051
360 10 49141 107009
360 11 16960 18264
360 12 31989 29021
360 13 5398 41578
360 14 21520 20826
360 15 43599 76224
360 16 43631 76243
360 17 43572 76196
360 18 26927 41306
390 0 40002 50186
390 1 8483 25466
390 2 32517 28547
390 3 38490 26000
390 4 14547 17517
390 5 31993 29010
390 6 37924 56891
390 7 27935 43362
390 8 28175 42811
390 9 43515 76051
390 10 49141 107009
390 11 16960 18264
390 12 31989 29021
390 13 5398 41578
390 14 21520 20826
390 15 43599 76224
390 16 43631 76243
390 17 43572 76196
390 18 26927 41306
420 0 40002 50186
420 1 8483 25466
420 2 32517 28547
420 3 38490 26000
420 4 14547 17517
420 5 31993 29010
420 6 37922 56887
420 7 27768 43690
420 8 28278 42940
420 9 43515 76051
420 10 49141 107009
420 11 16960 18264
420 12 31984 29027
420 13 5398 41578
420 14 21520 20826
420 15 43599 76224
420 16 43631 76243
420 17 43572 76196
420 18 26927 41306
450 0 40002 50186
450 1 8483 25466
450 2 32517 28547
450 3 38490 26000
450 4 14547 17517
450 5 31993 29010
450 6 37921 56882
450 7 27724 43976
450 8 28218 43074
450 9 43515 76051
450 10 49141 107009
450 11 16960 18264
450 12 31984 29027
450 13 5398 41578
450 14 21520 20826
450 15 43599 76224
450 16 43631 76243
450 17 43572 76196
450 18 26927 41306
480 0 40002 50186
480 1 8483 25466
480 2 32517 28547
480 3 38490 26000
480 4 14547 17517
480 5 31993 29010
480 6 37926 56880
480 7 27888 43982
480 8 28221 43251
480 9 43515 76051
480 10 49141 107009
480 11 16960 18264
480 12 31984 29027
480 13 5398 41578
480 14 21520 20826
480 15 43599 76224
480 16 43631 76243
480 17 43572 76196
