0 172710 0 51255 0 184500
0 0 25746 19796
0 1 40019 37265
0 2 39916 37609
0 3 21937 26538
0 4 28950 38079
0 5 39449 38001
0 6 39407 38136
0 7 39361 38069
0 8 39342 38063
0 9 39826 35512
0 10 46525 88588
0 11 28732 29475
0 12 28860 29873
0 13 28886 29865
0 14 36579 43981
0 15 12857 50576
0 16 28909 29921
0 17 41385 144008
0 18 50947 85319
30 0 25746 19796
30 1 40019 37265
30 2 39916 37609
30 3 21937 26538
30 4 28950 38079
30 5 39449 38001
30 6 39407 38136
30 7 39361 38069
30 8 39342 38063
30 9 39826 35512
30 10 46525 88588
30 11 28732 29475
30 12 28860 29873
30 13 28886 29865
30 14 36579 43981
30 15 12857 50576
30 16 28909 29921
30 17 41385 144008
30 18 50947 85319
60 0 25746 19796
60 1 40019 37265
60 2 39916 37609
60 3 21937 26538
60 4 28950 38079
60 5 39449 38001
60 6 39407 38136
60 7 39361 38069
60 8 39342 38063
60 9 39826 35512
60 10 46525 88588
60 11 28732 29475
60 12 28860 29873
60 13 28886 29865
60 14 36579 43981
60 15 12857 50576
60 16 28909 29921
60 17 41385 144008
60 18 50947 85319
90 0 25746 19796
90 1 40019 37265
90 2 39916 37609
90 3 21937 26538
90 4 28950 38079
90 5 39449 38001
90 6 39407 38136
90 7 39361 38069
90 8 39342 38063
90 9 39826 35512
90 10 46525 88588
90 11 28732 29475
90 12 28860 29873
90 13 28886 29865
90 14 36579 43981
90 15 12857 50576
90 16 28909 29921
90 17 41385 144008
90 18 50947 85319
120 0 25746 19796
120 1 40019 37265
120 2 39916 37609
120 3 21937 26538
120 4 28950 38079
120 5 39449 38001
120 6 39407 38136
120 7 39361 38069
120 8 39342 38063
120 9 39826 35512
120 10 46525 88588
120 11 28732 29475
120 12 28860 29873
120 13 28886 29865
120 14 36581 43979
120 15 12857 50576
120 16 28909 29921
120 17 41385 144008
120 18 50947 85319
150 0 25746 19796
150 1 40019 37265
150 2 39916 37609
150 3 21937 26538
150 4 28950 38079
150 5 39449 38001
150 6 39407 38136
150 7 39361 38069
150 8 39342 38063
150 9 39826 35512
150 10 46525 88588
150 11 28732 29475
150 12 28860 29873
150 13 28886 29865
150 14 36581 43979
150 15 12857 50576
150 16 28909 29921
150 17 41385 144008
150 18 50947 85319
180 0 25746 19796
180 1 40019 37265
180 2 39916 37609
180 3 21937 26538
180 4 28950 38079
180 5 39449 38001
180 6 39407 38136
180 7 39361 38069
180 8 39342 38063
180 9 39826 35512
180 10 46525 88588
180 11 28732 29475
180 12 28860 29873
180 13 28886 29865
180 14 36581 43979
180 15 12857 50576
180 16 28909 29921
180 17 41385 144008
180 18 50947 85319
210 0 25746 19796
210 1 40019 37265
210 2 39916 37609
210 3 21937 26538
210 4 28950 38079
210 5 39449 38001
210 6 39407 38136
210 7 39361 38069
210 8 39342 38063
210 9 39826 35512
210 10 46525 88588
210 11 28732 29475
210 12 28860 29873
210 13 28886 29865
210 14 36581 43979
210 15 12857 50576
210 16 28909 29921
210 17 41385 144008
210 18 50947 85319
240 0 25746 19796
240 1 40019 37265
240 2 39916 37609
240 3 21937 26538
240 4 28950 38079
240 5 39449 38001
240 6 39407 38136
240 7 39361 38069
240 8 39342 38063
240 9 39826 35512
240 10 46525 88588
240 11 28732 29475
240 12 28860 29873
240 13 28886 29865
240 14 36581 43979
240 15 12857 50576
240 16 28916 29909
240 17 41385 144008
240 18 50947 85319
270 0 25746 19796
270 1 40019 37265
270 2 39916 37609
270 3 21937 26538
270 4 28950 38079
270 5 39449 38001
270 6 39407 38136
270 7 39361 38069
270 8 39342 38063
270 9 39826 35512
270 10 46525 88588
270 11 28732 29475
270 12 28860 29873
270 13 28886 29865
270 14 36581 43979
270 15 12857 50576
270 16 28916 29909
270 17 41385 144008
270 18 50947 85319
300 0 25746 19796
300 1 40019 37265
300 2 39916 37609
300 3 21937 26538
300 4 28950 38079
300 5 39449 38001
300 6 39407 38136
300 7 39361 38069
300 8 39342 38063
300 9 39826 35512
300 10 46525 88588
300 11 28732 29475
300 12 28860 29873
300 13 28886 29865
300 14 36581 43979
300 15 12857 50576
300 16 28916 29909
300 17 41385 144008
300 18 50947 85319
330 0 25746 19796
330 1 40019 37265
330 2 39916 37609
330 3 21937 26538
330 4 28950 38079
330 5 39449 38001
330 6 39407 38136
330 7 39361 38069
330 8 39342 38063
330 9 39826 35512
330 10 46525 88588
330 11 28732 29475
330 12 28860 29873
330 13 28886 29865
330 14 36581 43979
330 15 12857 50576
330 16 28916 29909
330 17 41385 144008
330 18 50947 85319
360 0 25746 19796
360 1 40019 37265
360 2 39916 37609
360 3 21937 26538
360 4 28950 38079
360 5 39449 38001
360 6 39407 38136
360 7 39361 38069
360 8 39342 38063
360 9 39826 35512
360 10 46525 88588
360 11 28732 29475
360 12 28860 29873
360 13 28886 29865
360 14 36580 43984
360 15 12857 50576
360 16 28903 29918
360 17 41385 144008
360 18 50947 85319
390 0 25746 19796
390 1 40019 37265
390 2 39916 37609
390 3 21937 26538
390 4 28950 38079
390 5 39449 38001
390 6 39407 38136
390 7 39361 38069
390 8 39342 38063
390 9 39826 35512
390 10 46525 88588
390 11 28732 29475
390 12 28860 29873
390 13 28886 29865
390 14 36580 43984
390 15 12857 50576
390 16 28903 29918
390 17 41385 144008
390 18 50947 85319
420 0 25746 19796
420 1 40019 37265
420 2 39916 37609
420 3 21937 26538
420 4 28950 38079
420 5 39449 38001
420 6 39407 38136
420 7 39361 38069
420 8 39342 38063
420 9 39826 35512
420 10 46525 88588
420 11 28732 29475
420 12 28860 29873
420 13 28886 29865
420 14 36580 43984
420 15 12857 50576
420 16 28903 29918
420 17 41385 144008
420 18 50947 85319
450 0 25746 19796
450 1 40019 37265
450 2 39916 37609
450 3 21937 26538
450 4 28950 38079
450 5 39449 38001
450 6 39407 38136
450 7 39361 38069
450 8 39342 38063
450 9 39826 35512
450 10 46525 88588
450 11 28732 29475
450 12 28860 29873
450 13 28886 29865
450 14 36580 43984
450 15 12857 50576
