0 86370 0 28103 0 74972
0 0 16073 53152
0 1 17633 42783
0 2 27148 1562
0 3 17603 42748
0 4 14401 49067
0 5 14385 49062
0 6 17550 42712
0 7 14803 58434
0 8 43 37973
30 0 16073 53152
30 1 17633 42783
30 2 27148 1562
30 3 17603 42748
30 4 14401 49067
30 5 14385 49062
30 6 17550 42712
30 7 14803 58434
30 8 43 37973
60 0 16073 53152
60 1 17633 42783
60 2 27148 1562
60 3 17603 42748
60 4 14401 49067
60 5 14385 49062
60 6 17550 42712
60 7 14803 58434
60 8 43 37973
90 0 16073 53152
90 1 17633 42783
90 2 27148 1562
90 3 17603 42748
90 4 14401 49067
90 5 14385 49062
90 6 17550 42712
90 7 14803 58434
90 8 43 37973
120 0 16073 53152
120 1 17633 42783
120 2 27148 1562
120 3 17603 42748
120 4 14401 49067
120 5 14385 49062
120 6 17550 42712
120 7 14803 58434
120 8 43 37973
150 0 16073 53152
150 1 17633 42783
150 2 27148 1562
150 3 17603 42748
150 4 14401 49067
150 5 14385 49062
150 6 17550 42712
150 7 14803 58434
150 8 43 37973
180 0 16073 53152
180 1 17607 42728
180 2 27148 1562
180 3 17603 42748
180 4 14401 49067
180 5 14385 49062
180 6 17550 42712
180 7 16820 58520
180 8 43 37973
210 0 16073 53152
210 1 17579 42735
210 2 27148 1562
210 3 17603 42748
210 4 14401 49067
210 5 14385 49062
210 6 17550 42712
210 7 16820 58520
210 8 43 37973
240 0 16073 53152
240 1 17629 42731
240 2 27148 1562
240 3 17603 42748
240 4 14401 49067
240 5 14385 49062
240 6 17550 42712
240 7 17607 58587
240 8 34 37974
270 0 16073 53152
270 1 17610 42721
270 2 27148 1562
270 3 17603 42748
270 4 14401 49067
270 5 14385 49062
270 6 17550 42712
270 7 17607 58587
270 8 34 37974
300 0 16073 53152
300 1 17605 42731
300 2 27148 1562
300 3 17603 42748
300 4 14401 49067
300 5 14385 49062
300 6 17550 42712
300 7 18294 58100
300 8 34 37974
330 0 16073 53152
330 1 17605 42731
330 2 27148 1562
330 3 17603 42748
330 4 14401 49067
330 5 14385 49062
330 6 17550 42712
330 7 18294 58100
330 8 34 37974
360 0 16073 53152
360 1 17605 42731
360 2 27148 1562
360 3 17603 42748
360 4 14401 49067
360 5 14385 49062
360 6 17550 42712
360 7 18294 58100
360 8 34 37974
390 0 16073 53152
390 1 17605 42731
390 2 27148 1562
390 3 17603 42748
390 4 14401 49067
390 5 14385 49062
390 6 17550 42712
390 7 18294 58100
390 8 34 37974
420 0 16073 53152
420 1 17604 42751
420 2 27148 1562
420 3 17603 42748
420 4 14401 49067
420 5 14385 49062
420 6 17550 42712
420 7 19975 57222
420 8 39 37970
450 0 16073 53152
450 1 17613 42726
450 2 27148 1562
450 3 17603 42748
450 4 14401 49067
450 5 14385 49062
450 6 17550 42712
450 7 19975 57222
450 8 39 37970
480 0 16073 53152
480 1 17624 42743
480 2 27148 1562
480 3 17603 42748
480 4 14401 49067
480 5 14385 49062
480 6 17550 42712
480 7 20320 56170
480 8 33 37971
