Time,Node,Latitude,Longitude
1332979229.0,6819B,43.33539,-6.41328833333
1332979234.0,B0167,43.3067715,-6.3379228
1332979254.0,B0178,43.237733,-6.5102905
1332979290.0,6819B,43.33409,-6.41669666667
1332979350.0,6819B,43.3381083333,-6.41850166667
1332979354.0,B0167,43.3067888,-6.3379378
1332979374.0,B0178,43.2378015,-6.5104269
1332979410.0,6819B,43.3353316667,-6.416355
1332979471.0,6819B,43.3358183333,-6.41206
1332979474.0,B0167,43.3067903,-6.3379411
1332979494.0,B0178,43.2376772,-6.5103228
1332979531.0,6819B,43.33723,-6.40520833333
1332979591.0,6819B,43.3413366667,-6.40696166667
1332979594.0,B0167,43.3067796,-6.3378817
1332979614.0,B0178,43.2376678,-6.5102744
1332979711.0,6819B,43.3528183333,-6.41047833333
1332979714.0,B0167,43.3067755,-6.3379125
1332979734.0,B0178,43.2373253,-6.5100946
1332979832.0,6819B,43.3625183333,-6.39901833333
1332979834.0,B0167,43.3067913,-6.337889
1332979855.0,B0178,43.2376787,-6.5103542
1332979892.0,6819B,43.3705383333,-6.39649166667
1332979953.0,6819B,43.3725983333,-6.40158
1332979954.0,B0167,43.3067796,-6.3379397
1332979975.0,B0178,43.2377831,-6.5103352
1332980013.0,6819B,43.3679116667,-6.40703166667
1332980073.0,6819B,43.36906,-6.41496833333
1332980075.0,B0167,43.3067546,-6.3379335
1332980095.0,B0178,43.2378185,-6.5103759
1332980134.0,6819B,43.3719433333,-6.42093166667
1332980194.0,6819B,43.3730866667,-6.42658333333
1332980194.0,B0167,43.3067801,-6.337933
1332980215.0,B0178,43.2377156,-6.5103462
1332980253.0,6819B,43.37491,-6.434205
1332980314.0,6819B,43.3800766667,-6.43860833333
1332980315.0,B0167,43.3067474,-6.3379367
1332980335.0,B0178,43.237718,-6.5103694
1332980374.0,6819B,43.3857166667,-6.43744666667
1332980434.0,6819B,43.3891383333,-6.44573333333
1332980435.0,B0167,43.3067619,-6.3379044
1332980455.0,B0178,43.2377046,-6.5104114
1332980495.0,6819B,43.3902683333,-6.44725
1332980556.0,B0167,43.3067323,-6.3379702
1332980575.0,B0178,43.2376188,-6.5104526
1332980616.0,6819B,43.3903783333,-6.44735333333
1332980675.0,B0167,43.3066651,-6.3379895
1332980695.0,B0178,43.237839,-6.5103809
1332980795.0,B0167,43.3067757,-6.337881
1332980815.0,B0178,43.2377698,-6.5103542
1332980916.0,B0167,43.3067948,-6.3377717
1332980936.0,B0178,43.2377355,-6.5103603
1332981036.0,B0167,43.3067784,-6.3379759
