Time,Node,Latitude,Longitude
1332720003.0,B0116,43.3499721,-5.3261989
1332720027.0,B0004,43.3507178,-5.325327
1332720033.0,B0116,43.3499721,-5.3261989
1332720046.0,B0144,43.3252466,-5.1327851
1332720057.0,B0004,43.3507178,-5.325327
1332720063.0,B0116,43.3499721,-5.3261989
1332720087.0,B0004,43.3507178,-5.325327
1332720093.0,B0116,43.3499721,-5.3261989
1332720104.0,B0175,43.1923882,-5.384497
1332720106.0,B0144,43.3305461,-5.1371339
1332720117.0,B0004,43.3507178,-5.325327
1332720122.0,B0116,43.3499721,-5.3261989
1332720147.0,B0004,43.3504357,-5.3261677
1332720152.0,B0116,43.3499721,-5.3261989
1332720167.0,B0144,43.3434033,-5.1317256
1332720177.0,B0004,43.3504834,-5.3260069
1332720183.0,B0116,43.3499721,-5.3261989
1332720207.0,B0004,43.3502323,-5.3259219
1332720213.0,B0116,43.3499721,-5.3261989
1332720224.0,B0175,43.1923133,-5.3844909
1332720227.0,B0144,43.3504883,-5.1308992
1332720237.0,B0004,43.3506817,-5.3259705
1332720243.0,B0116,43.3499721,-5.3261989
1332720267.0,B0004,43.3505106,-5.3260837
1332720273.0,B0116,43.3499721,-5.3261989
1332720286.0,B0144,43.3566707,-5.1368943
1332720297.0,B0004,43.3504658,-5.3259715
1332720303.0,B0116,43.3499721,-5.3261989
1332720327.0,B0004,43.3503795,-5.3257518
1332720332.0,B0116,43.3499721,-5.3261989
1332720344.0,B0175,43.1923554,-5.384532
1332720349.0,B0144,43.3630564,-5.1486862
1332720357.0,B0004,43.350475,-5.3257191
1332720362.0,B0116,43.3499721,-5.3261989
1332720387.0,B0004,43.3506324,-5.3258191
1332720392.0,B0116,43.3499721,-5.3261989
1332720406.0,B0144,43.3717966,-5.1476942
1332720417.0,B0004,43.350459,-5.325723
1332720423.0,B0116,43.3499721,-5.3261989
1332720447.0,B0004,43.350537,-5.3260307
1332720453.0,B0116,43.3499721,-5.3261989
1332720464.0,B0175,43.1923027,-5.3845298
1332720466.0,B0144,43.3749082,-5.160634
1332720477.0,B0004,43.3506364,-5.3258249
1332720483.0,B0116,43.3499721,-5.3261989
1332720507.0,B0004,43.350778,-5.3258192
1332720513.0,B0116,43.3499721,-5.3261989
1332720527.0,B0144,43.3833116,-5.1723719
1332720537.0,B0004,43.3507108,-5.3254584
1332720543.0,B0116,43.3499721,-5.3261989
1332720567.0,B0004,43.350569,-5.3254748
1332720573.0,B0116,43.3499721,-5.3261989
1332720584.0,B0175,43.1922688,-5.3845829
1332720587.0,B0144,43.388767,-5.1798341
1332720597.0,B0004,43.3504641,-5.3255007
1332720603.0,B0116,43.3499721,-5.3261989
1332720627.0,B0004,43.3505105,-5.3256491
1332720633.0,B0116,43.3499721,-5.3261989
1332720647.0,B0144,43.3879738,-5.179209
1332720657.0,B0004,43.3504249,-5.3256755
1332720663.0,B0116,43.3499721,-5.3261989
1332720687.0,B0004,43.3504494,-5.3256147
1332720693.0,B0116,43.3499721,-5.3261989
1332720705.0,B0175,43.192151,-5.3847957
1332720707.0,B0144,43.387968,-5.1792094
1332720717.0,B0004,43.3503312,-5.3255139
1332720723.0,B0116,43.3499721,-5.3261989
1332720747.0,B0004,43.3503529,-5.3257059
1332720753.0,B0116,43.3499721,-5.3261989
1332720767.0,B0144,43.3879624,-5.1792107
1332720777.0,B0004,43.3502752,-5.3258255
1332720783.0,B0116,43.3499721,-5.3261989
1332720807.0,B0004,43.350434,-5.3258769
1332720813.0,B0116,43.3499721,-5.3261989
1332720824.0,B0175,43.1921845,-5.3848586
1332720827.0,B0144,43.3878073,-5.1784045
1332720839.0,B0004,43.3506864,-5.3259708
1332720843.0,B0116,43.3499721,-5.3261989
1332720868.0,B0004,43.3504752,-5.3260034
1332720873.0,B0116,43.3499721,-5.3261989
1332720887.0,B0144,43.3876227,-5.1808467
1332720898.0,B0004,43.350518,-5.3259443
1332720903.0,B0116,43.3499721,-5.3261989
1332720928.0,B0004,43.3503807,-5.3260636
1332720933.0,B0116,43.3499721,-5.3261989
1332720944.0,B0175,43.1921415,-5.3847542
1332720947.0,B0144,43.3749104,-5.1811658
1332720958.0,B0004,43.3505589,-5.3259054
1332720963.0,B0116,43.3499721,-5.3261989
1332720988.0,B0004,43.3503596,-5.3258092
1332720993.0,B0116,43.3499721,-5.3261989
1332721007.0,B0144,43.3668769,-5.1927612
1332721018.0,B0004,43.3504644,-5.3257977
1332721023.0,B0116,43.3499721,-5.3261989
1332721048.0,B0004,43.3503885,-5.3258253
1332721054.0,B0116,43.3499721,-5.3261989
1332721064.0,B0175,43.1921227,-5.3846106
1332721067.0,B0144,43.3652858,-5.2043586
1332721078.0,B0004,43.3503143,-5.3258041
1332721084.0,B0116,43.3499721,-5.3261989
1332721108.0,B0004,43.3504138,-5.3258305
1332721114.0,B0116,43.3499721,-5.3261989
1332721128.0,B0144,43.3634635,-5.2178877
1332721138.0,B0004,43.3504585,-5.3257848
1332721144.0,B0116,43.3499721,-5.3261989
1332721168.0,B0004,43.3505031,-5.3259024
1332721174.0,B0116,43.3499721,-5.3261989
1332721185.0,B0175,43.1922224,-5.384493
1332721187.0,B0144,43.3586389,-5.2322925
1332721198.0,B0004,43.350383,-5.3259698
1332721204.0,B0116,43.3499721,-5.3261989
1332721228.0,B0004,43.3504311,-5.3257538
1332721235.0,B0116,43.3499721,-5.3261989
1332721247.0,B0144,43.3627076,-5.2410348
1332721258.0,B0004,43.3497738,-5.3258641
1332721264.0,B0116,43.3499721,-5.3261989
1332721288.0,B0004,43.3504707,-5.3259921
1332721305.0,B0175,43.1921106,-5.3845786
1332721307.0,B0144,43.3606336,-5.2545392
1332721318.0,B0004,43.3502645,-5.325947
1332721348.0,B0004,43.3504409,-5.3258432
1332721356.0,B0116,43.3499721,-5.3261989
1332721367.0,B0144,43.3653314,-5.268742
1332721378.0,B0004,43.3505369,-5.3256586
1332721386.0,B0116,43.3499721,-5.3261989
1332721408.0,B0004,43.3506537,-5.3258782
1332721417.0,B0116,43.3499721,-5.3261989
1332721425.0,B0175,43.1925143,-5.3845089
1332721429.0,B0144,43.3672568,-5.2889003
1332721438.0,B0004,43.3506308,-5.3257352
1332721446.0,B0116,43.3499721,-5.3261989
1332721468.0,B0004,43.3505849,-5.3255163
1332721476.0,B0116,43.3499721,-5.3261989
1332721487.0,B0144,43.3601969,-5.3046644
1332721498.0,B0004,43.3505385,-5.3257308
1332721506.0,B0116,43.3499721,-5.3261989
1332721528.0,B0004,43.3505613,-5.3259704
1332721536.0,B0116,43.3499721,-5.3261989
1332721545.0,B0175,43.1924646,-5.3845632
1332721548.0,B0144,43.353714,-5.3201304
1332721558.0,B0004,43.3503163,-5.3257982
1332721566.0,B0116,43.3499721,-5.3261989
1332721588.0,B0004,43.3503113,-5.3260201
1332721596.0,B0116,43.3499721,-5.3261989
1332721608.0,B0144,43.3487353,-5.3373782
1332721618.0,B0004,43.3502438,-5.3256981
1332721626.0,B0116,43.3499721,-5.3261989
1332721648.0,B0004,43.3503765,-5.3259097
1332721656.0,B0116,43.3499721,-5.3261989
1332721665.0,B0175,43.1923989,-5.3846361
1332721669.0,B0144,43.3453284,-5.3549189
1332721678.0,B0004,43.3504466,-5.3257881
1332721686.0,B0116,43.3499721,-5.3261989
1332721708.0,B0004,43.3503577,-5.3255336
1332721716.0,B0116,43.3499721,-5.3261989
1332721731.0,B0144,43.3534385,-5.3696076
1332721738.0,B0004,43.3502848,-5.3254538
1332721746.0,B0116,43.3499721,-5.3261989
1332721768.0,B0004,43.3503169,-5.3257719
1332721776.0,B0116,43.3499721,-5.3261989
1332721785.0,B0175,43.1923681,-5.3845443
1332721788.0,B0144,43.3574393,-5.383199
1332721798.0,B0004,43.3503951,-5.3255862
1332721806.0,B0116,43.3499721,-5.3261989
1332721828.0,B0004,43.3503422,-5.3257661
1332721836.0,B0116,43.3499721,-5.3261989
1332721848.0,B0144,43.3604378,-5.3980365
1332721858.0,B0004,43.3503739,-5.3256427
1332721866.0,B0116,43.3499721,-5.3261989
1332721888.0,B0004,43.3504561,-5.3255951
1332721896.0,B0116,43.3499721,-5.3261989
1332721905.0,B0175,43.1922895,-5.3844683
1332721908.0,B0144,43.3579479,-5.4158925
1332721918.0,B0004,43.3503233,-5.3259262
1332721926.0,B0116,43.3499721,-5.3261989
1332721948.0,B0004,43.350184,-5.3258186
1332721956.0,B0116,43.3499721,-5.3261989
1332721968.0,B0144,43.3560923,-5.4340594
1332721978.0,B0004,43.3506011,-5.3260162
1332721986.0,B0116,43.3499721,-5.3261989
1332722008.0,B0004,43.3501702,-5.3259724
1332722016.0,B0116,43.3499721,-5.3261989
1332722025.0,B0175,43.1924009,-5.3844229
1332722028.0,B0144,43.3573782,-5.4488102
1332722038.0,B0004,43.3504279,-5.3258026
1332722046.0,B0116,43.3499721,-5.3261989
1332722068.0,B0004,43.3504224,-5.3257819
1332722076.0,B0116,43.3499721,-5.3261989
1332722088.0,B0144,43.3539527,-5.4612402
1332722098.0,B0004,43.3505226,-5.3257304
1332722106.0,B0116,43.3499721,-5.3261989
1332722128.0,B0004,43.3504392,-5.3257332
1332722136.0,B0116,43.3499721,-5.3261989
1332722145.0,B0175,43.1923506,-5.3845067
1332722148.0,B0144,43.3534134,-5.4796226
1332722158.0,B0004,43.3503194,-5.3257518
1332722167.0,B0116,43.3499721,-5.3261989
1332722188.0,B0004,43.3506021,-5.3258361
1332722196.0,B0116,43.3499721,-5.3261989
1332722208.0,B0144,43.3590613,-5.4964402
1332722218.0,B0004,43.3505084,-5.3259669
1332722226.0,B0116,43.3499721,-5.3261989
1332722248.0,B0004,43.3506468,-5.3259592
1332722256.0,B0116,43.3499721,-5.3261989
1332722266.0,B0175,43.192322,-5.3844215
1332722268.0,B0144,43.3649636,-5.5145364
1332722278.0,B0004,43.3507593,-5.3259897
1332722286.0,B0116,43.3499721,-5.3261989
1332722308.0,B0004,43.3505396,-5.3258375
1332722316.0,B0116,43.3499721,-5.3261989
1332722328.0,B0144,43.368917,-5.5335284
1332722338.0,B0004,43.3503425,-5.3257221
1332722346.0,B0116,43.3499721,-5.3261989
1332722368.0,B0004,43.3503435,-5.3256719
1332722376.0,B0116,43.3499721,-5.3261989
