Time,Node,Latitude,Longitude
1348012825.0,B0169,43.5273371,-6.5381015
1348012856.0,B0169,43.5272378,-6.5380723
1348012885.0,B0169,43.5271312,-6.5380151
1348012915.0,B0169,43.5271253,-6.5380142
1348012945.0,B0169,43.5271296,-6.5380093
1348012975.0,B0169,43.5271362,-6.5380151
1348013005.0,B0169,43.5271235,-6.5380541
1348013035.0,B0169,43.5270987,-6.5380612
1348013065.0,B0169,43.5271224,-6.5380533
1348013095.0,B0169,43.5271434,-6.5381043
1348013125.0,B0169,43.5271527,-6.5380965
1348013155.0,B0169,43.5271399,-6.5380724
1348013185.0,B0169,43.5271283,-6.5380637
1348013215.0,B0169,43.5271306,-6.5380592
1348013246.0,B0169,43.5271287,-6.5380667
1348013275.0,B0169,43.5271085,-6.5380581
1348013305.0,B0169,43.527121,-6.5380669
1348013335.0,B0169,43.5271052,-6.5380571
1348013365.0,B0169,43.5270969,-6.5380265
1348013395.0,B0169,43.5270911,-6.537992
1348013425.0,B0169,43.5270926,-6.5379987
1348013455.0,B0169,43.5270988,-6.5380052
1348013485.0,B0169,43.527131,-6.538026
1348013515.0,B0169,43.5271273,-6.5380164
1348013545.0,B0169,43.5271121,-6.5380265
1348013575.0,B0169,43.5271098,-6.5380296
1348013606.0,B0169,43.5271073,-6.5379738
1348013636.0,B0169,43.5270837,-6.5380355
1348013666.0,B0169,43.5270633,-6.5380694
1348013695.0,B0169,43.5270451,-6.5380523
1348013725.0,B0169,43.527056,-6.5380746
1348013755.0,B0169,43.5270617,-6.5380897
1348013786.0,B0169,43.5270876,-6.5381197
1348013815.0,B0169,43.5270666,-6.538052
1348013845.0,B0169,43.5270837,-6.5380561
1348013875.0,B0169,43.5270878,-6.5380648
1348013906.0,B0169,43.5270802,-6.5380589
1348013935.0,B0169,43.5270652,-6.5380469
1348013965.0,B0169,43.5270619,-6.5380465
1348013995.0,B0169,43.5270618,-6.5380032
1348014026.0,B0169,43.5270755,-6.5379775
1348014055.0,B0169,43.5270785,-6.5379614
1348014085.0,B0169,43.5270843,-6.5379618
1348014115.0,B0169,43.5270828,-6.5379773
1348014145.0,B0169,43.5270604,-6.5379854
1348014175.0,B0169,43.5270689,-6.5380128
1348014205.0,B0169,43.5270637,-6.5380307
1348014235.0,B0169,43.5270551,-6.5380457
1348014265.0,B0169,43.5270519,-6.5380469
1348014295.0,B0169,43.5270546,-6.5380287
1348014325.0,B0169,43.5270594,-6.5380161
1348014355.0,B0169,43.527087,-6.5380139
1348014386.0,B0169,43.5270889,-6.5380081
1348014415.0,B0169,43.5270946,-6.5380064
1348014445.0,B0169,43.5271093,-6.5380016
1348014475.0,B0169,43.5271293,-6.5380139
1348014506.0,B0169,43.5271524,-6.5380378
1348014535.0,B0169,43.5271674,-6.5380568
1348014565.0,B0169,43.5271514,-6.5380568
1348014595.0,B0169,43.5271937,-6.5380834
1348014625.0,B0169,43.5271632,-6.5380451
1348014655.0,B0169,43.5271126,-6.5379639
1348014685.0,B0169,43.527129,-6.537972
1348014715.0,B0169,43.5271082,-6.5379588
1348014745.0,B0169,43.5271212,-6.5379925
1348014775.0,B0169,43.5271243,-6.5379825
1348014805.0,B0169,43.52716,-6.5380014
1348014835.0,B0169,43.5271285,-6.5379933
1348014866.0,B0169,43.5270983,-6.5379813
1348014895.0,B0169,43.527104,-6.5379969
1348014925.0,B0169,43.5270694,-6.5379645
1348014955.0,B0169,43.5270458,-6.5379535
1348014986.0,B0169,43.5270373,-6.5379881
1348015015.0,B0169,43.527071,-6.5380131
1348015045.0,B0169,43.5270879,-6.5380816
1348015075.0,B0169,43.5270941,-6.5380446
1348015105.0,B0169,43.5271331,-6.5380137
1348015135.0,B0169,43.5271243,-6.5380315
1348015165.0,B0169,43.5271007,-6.5380167
1348015195.0,B0169,43.5270993,-6.5380235
1348015225.0,B0169,43.5271394,-6.5380043
1348015255.0,B0169,43.5271053,-6.5380359
1348015285.0,B0169,43.5271018,-6.5380438
1348015315.0,B0169,43.5270774,-6.5379875
1348015346.0,B0169,43.52703,-6.5380381
1348015375.0,B0169,43.5269922,-6.5380942
1348015405.0,B0169,43.5270521,-6.5381158
1348015435.0,B0169,43.527049,-6.5381244
1348015465.0,B0169,43.5270277,-6.5380854
1348015495.0,B0169,43.5270201,-6.5380674
1348015526.0,B0169,43.5270354,-6.5380532
1348015556.0,B0169,43.5271009,-6.5380742
1348015586.0,B0169,43.5271128,-6.5380335
1348015616.0,B0169,43.5270911,-6.5380021
1348015646.0,B0169,43.5270941,-6.5380043
1348015676.0,B0169,43.5270629,-6.538043
