Time,Node,Latitude,Longitude
1348358443.0,B0177,43.2375536,-6.5108074
1348358478.0,B0176,43.335222,-6.412096
1348358564.0,B0177,43.237571,-6.5108593
1348358590.0,B0176,43.3332783,-6.4100783
1348358683.0,B0177,43.2375979,-6.510899
1348358710.0,B0176,43.3319888,-6.4102192
1348358804.0,B0177,43.2376063,-6.5108245
1348358830.0,B0176,43.3313514,-6.4124721
1348358924.0,B0177,43.23756,-6.5109265
1348358951.0,B0176,43.3255871,-6.4154028
1348359044.0,B0177,43.2375316,-6.5108187
1348359071.0,B0176,43.3163486,-6.4147587
1348359164.0,B0177,43.2375199,-6.5107661
1348359191.0,B0176,43.3118735,-6.4158381
1348359284.0,B0177,43.2375527,-6.5108228
1348359311.0,B0176,43.3021383,-6.4178307
1348359405.0,B0177,43.2375256,-6.5108648
1348359431.0,B0176,43.2966115,-6.4230045
1348359525.0,B0177,43.237612,-6.5108177
1348359644.0,B0177,43.2375802,-6.5109149
1348359674.0,B0176,43.2788333,-6.440346
1348359674.0,B0176,43.2788333,-6.440346
1348359765.0,B0177,43.2374639,-6.5108699
1348359794.0,B0176,43.2723761,-6.4516989
1348359794.0,B0176,43.2723761,-6.4516989
1348359815.0,B0176,43.2705025,-6.454767
1348359885.0,B0177,43.237287,-6.5109255
1348359977.0,B0176,43.2576555,-6.4737455
1348360005.0,B0177,43.2375549,-6.5108697
1348360032.0,B0176,43.2551703,-6.4813504
1348360125.0,B0177,43.2375873,-6.5109013
1348360180.0,B0176,43.2450068,-6.4922568
1348360245.0,B0177,43.237516,-6.5108449
1348360273.0,B0176,43.2416234,-6.5080451
1348360365.0,B0177,43.2376116,-6.5108609
1348360393.0,B0176,43.237682,-6.5103801
1348360486.0,B0177,43.2375951,-6.51082
1348360513.0,B0176,43.2376885,-6.5103882
1348360605.0,B0177,43.237466,-6.5107458
1348360633.0,B0176,43.2376366,-6.5103954
1348360725.0,B0177,43.237542,-6.5108428
1348360753.0,B0176,43.2376806,-6.5103915
1348360845.0,B0177,43.2376402,-6.5109169
1348360873.0,B0176,43.2376998,-6.5104138
1348360966.0,B0177,43.2376197,-6.5109067
1348360993.0,B0176,43.2376564,-6.5103838
1348361086.0,B0177,43.2375035,-6.5108249
1348361113.0,B0176,43.237638,-6.5103865
1348361206.0,B0177,43.2375802,-6.5108548
1348361233.0,B0176,43.2375881,-6.5107186
1348361326.0,B0177,43.2376279,-6.5108835
1348361353.0,B0176,43.2375594,-6.5108077
1348361446.0,B0177,43.2376269,-6.510884
1348361474.0,B0176,43.2375506,-6.5108
1348361567.0,B0177,43.2375849,-6.510907
1348361594.0,B0176,43.2375738,-6.5107484
1348361686.0,B0177,43.2375526,-6.5108713
1348361714.0,B0176,43.2375404,-6.5108138
1348361807.0,B0177,43.2374998,-6.5108304
1348361834.0,B0176,43.2375386,-6.5108156
1348361927.0,B0177,43.2375522,-6.5108375
1348361954.0,B0176,43.2375603,-6.5108085
1348362047.0,B0177,43.2374682,-6.5108619
1348362074.0,B0176,43.2374721,-6.5108945
1348362168.0,B0177,43.2376112,-6.5108028
1348362195.0,B0176,43.2375601,-6.510853
1348362288.0,B0177,43.2375876,-6.5108611
1348362315.0,B0176,43.2375702,-6.5108273
1348362407.0,B0177,43.2376139,-6.5109081
1348362435.0,B0176,43.2375118,-6.5108443
1348362528.0,B0177,43.2375828,-6.5108482
1348362555.0,B0176,43.2374804,-6.510854
